"id","pregunta","a","b","c","d","correcta"
"18","Señale la afirmación incorrecta:","En los centros y establecimientos militares será de aplicación lo dispuesto en la LPRL, con las particularidades previstas en su normativa específica.","La LPRL será de aplicación a la relación laboral de carácter especial del servicio del hogar familiar","En los establecimientos penitenciarios, se adaptarán a la LPRL aquellas actividades cuyas características justifiquen una regulación especial.","El ámbito de aplicación de la LPRL está desglosado en el artículo 3 de dicha ley.","B"
"19","A efectos de la presente Ley y de las normas que la desarrollen se entenderá por prevención:","El conjunto de actividades o medidas adoptadas o previstas en todas las fases de actividad de la empresa con el fin de evitar o disminuir los riesgos derivados del trabajo","La posibilidad de que un trabajador sufra un determinado daño derivado del trabajo. Para calificar un riesgo desde el punto de vista de su gravedad, se valorarán conjuntamente la probabilidad de que se produzca el daño y la severidad del mismo.","Las enfermedades, patologías o lesiones sufridas con motivo u ocasión del trabajo.","Aquel que resulte probable racionalmente que se materialice en un futuro inmediato y pueda suponer un daño grave para la salud de los trabajadores","A"
"20","A efectos de la presente Ley y de las normas que la desarrollen se entenderá por riesgo laboral:","La posibilidad de que un trabajador sufra un determinado daño derivado del trabajo. Para calificar un riesgo desde el punto de vista de su gravedad, se valorarán conjuntamente la probabilidad de que se produzca el daño y la severidad del mismo.","Las enfermedades, patologías o lesiones sufridas con motivo u ocasión del trabajo.","Aquel que resulte probable racionalmente que se materialice en un futuro inmediato y pueda suponer un daño leve o grave para la salud de los trabajadores.","El conjunto de actividades o medidas adoptadas o previstas en todas las fases de actividad de la empresa con el fin de evitar o disminuir los riesgos derivados del trabajo.","A"
"21","A efectos de la presente Ley y de las normas que la desarrollen se entenderá por daños derivados del trabajo:","El conjunto de actividades o medidas adoptadas o previstas en todas las fases de actividad de la empresa con el fin de evitar o disminuir los riesgos derivados del trabajo.","La posibilidad de que un trabajador sufra un determinado daño derivado del trabajo. Para calificar un riesgo desde el punto de vista de su gravedad, se valorarán conjuntamente la probabilidad de que se produzca el daño y la severidad del mismo.","Las enfermedades, patologías o lesiones sufridas con motivo u ocasión del trabajo.","Aquel que resulte probable racionalmente que se materialice en un futuro inmediato y pueda suponer un daño leve para la salud de los trabajadores.","C"
"22","A efectos de la presente Ley y de las normas que la desarrollen se entenderá por riesgo laboral grave e inminente:","Aquel que resulte probable racionalmente que se materialice en un futuro inmediato y pueda suponer un daño leve o grave para la salud de los trabajadores.","Aquel que resulte probable racionalmente que se materialice en un futuro inmediato y pueda suponer un daño grave para la salud de los trabajadores.","La posibilidad de que un trabajador sufra un determinado daño derivado del trabajo. Para calificar un riesgo desde el punto de vista de su gravedad, se valorarán conjuntamente la probabilidad de que se produzca el daño y la severidad del mismo.","Las enfermedades, patologías o lesiones sufridas con motivo u ocasión del trabajo.","B"
"23","En el caso de exposición a agentes susceptibles de causar daños graves a la salud de los trabajadores, se considerará que existe un riesgo grave e inminente cuando:","Sea probable intuitivamente que se materialice en un futuro inmediato una exposición a dichos agentes de la que puedan derivarse daños graves para la salud, aun cuando éstos no se manifiesten de forma inmediata.","Sea probable racionalmente que se materialice en un futuro inmediato una exposición a dichos agentes de la que puedan derivarse daños leves o graves para la salud, y ya hay indicios leves de su manifestación.","Sea probable racionalmente que se materialice en un futuro inmediato una exposición a dichos agentes de la que puedan derivarse daños graves para la salud, aun cuando éstos no se manifiesten de forma inmediata.","Ninguna de las respuestas anteriores es correcta.","C"
"24","Se entenderán como procesos, actividades, operaciones, equipos o productos «potencialmente peligrosos» aquellos que:","En ausencia de medidas preventivas específicas, originen riesgos para la seguridad y la salud de los trabajadores que los desarrollan o utilizan.","Con la existencia de medidas preventivas específicas, originen riesgos para la seguridad y la salud de los trabajadores que los desarrollan o utilizan.","Con la existencia de medidas preventivas específicas, originen riesgos para la seguridad y la salud de los trabajadores que los desarrollan o utilizan y el medio ambiente donde se utilicen.","Ninguna de las respuestas anteriores es correcta.","A"
"25","Siguiendo el artículo 4 de la LPRL se entenderá como «equipo de trabajo»:","Cualquier indumentaria, máquina, aparato, instrumento o instalación utilizada en el trabajo","Cualquier máquina, aparato, instrumento o instalación utilizada en el trabajo","Cualquier indumentaria, máquina, aparato, instrumento, tecnología o instalación utilizada en el trabajo","Cualquier indumentaria o accesorio personal utilizado en el trabajo y necesario para su realización.","B"
"26","Según el artículo 4 de la LPRL, se entenderá como «condición de trabajo»:","Cualquier indumentaria, máquina, aparato, instrumento, tecnología o instalación utilizada en el trabajo","Cualquier característica del mismo que pueda tener una influencia significativa en la generación de las condiciones de trabajo.","Cualquier característica del mismo que pueda tener una influencia significativa en la generación de riesgos para la seguridad y la salud del trabajador.","Las respuestas a y c son correctas.","C"
"27","Señale la respuesta incorrecta. Quedan específicamente incluidas dentro de la definición de condiciones de trabajo:","Las características generales de los locales, instalaciones, equipos, productos y demás útiles existentes en el centro de trabajo.","La naturaleza de los agentes físicos, químicos y biológicos presentes en el ambiente de trabajo y sus correspondientes intensidades, concentraciones o niveles de presencia","Los procedimientos para la utilización de los agentes citados anteriormente que no influyan en la generación de los riesgos mencionados.","Todas aquellas características del trabajo, incluidas las relativas a su organización y ordenación, que influyan en la magnitud de los riesgos a que esté expuesto el trabajador","C"
"28","De conformidad con el artículo 4 de la LPRP, se entiende por «equipo de protección individual»:","Cualquier equipo destinado a ser llevado o sujetado por el trabajador para que le proteja de uno o varios riesgos que puedan amenazar su seguridad o su salud en el trabajo, así como cualquier complemento o accesorio destinado a tal fin.","Cualquier indumentaria, máquina, aparato, instrumento, tecnología o instalación utilizada en el trabajo.","Cualquier indumentaria, máquina, aparato, instrumento o instalación utilizada en el trabajo.","Cualquier indumentaria o accesorio personal utilizado en el trabajo y necesario para su realización.","A"
"69","En el artículo 14 de la LPRL se expone el derecho a la protección frente a los riesgos laborales, que consiste en:","Que los trabajadores tienen derecho a una protección eficaz en materia de seguridad y salud en el trabajo","La existencia de un correlativo deber del empresario de protección de los trabajadores frente a los riesgos laborales.","Un deber de las Administraciones Públicas respecto del personal a su servicio","Todas las respuestas anteriores son correctas.","D"
"70","Forman parte del derecho de los trabajadores a una protección eficaz en materia de seguridad y salud en el trabajo:","Los derechos de información, consulta y participación.","La formación en materia preventiva.","La paralización de la actividad en caso de riesgo grave e inminente.","Todas las respuestas anteriores son correctas.","D"
"71","Indique la afirmación correcta:","El coste de las medidas relativas a la seguridad y la salud en el trabajo no deberá recaer en modo alguno sobre los trabajadores","La vigilancia del estado de salud de los trabajadores forma parte del derecho de los trabajadores a una protección eficaz en materia de seguridad y salud en el trabajo.","En la LPRL los Derechos y obligaciones están contenidos en su capítulo IV.","Las respuestas a y b son correctas.","AD"
"72","Los principios de la acción preventiva en la LPRL están contenidos en su artículo:","Catorce.","Quince.","Dieciséis.","Diecisiete.","B"
"73","Señale la respuesta incorrecta. El empresario aplicará las medidas que integran el deber general de prevención con arreglo a los siguientes principios generales contenidos en la LPRL:","Evitar los riesgos.","Evaluar los riesgos que no se puedan evitar.","Evaluar los riesgos que se puedan evitar.","Combatir los riesgos en su origen.","C"
"74","Señale la respuesta incorrecta. El empresario aplicará las medidas que integran el deber general de prevención con arreglo a los siguientes principios generales contenidos en la LPRL:","Adoptar medidas que antepongan la protección individual a la colectiva.","Adaptar el trabajo a la persona, en particular en lo que respecta a la concepción de los puestos de trabajo, así como a la elección de los equipos y los métodos de trabajo y de producción, con miras, en particular, a atenuar el trabajo monótono y repetitivo y a reducir los efectos del mismo en la salud.","Tener en cuenta la evolución de la técnica.","Sustituir lo peligroso por lo que entrañe poco o ningún peligro.","A"
"75","Señale la respuesta incorrecta. El empresario aplicará las medidas que integran el deber general de prevención con arreglo a los siguientes principios generales contenidos en la LPRL:","Planificar la prevención, buscando un conjunto coherente que integre en ella la técnica, la organización del trabajo, las condiciones de trabajo, las relaciones sociales y la influencia de los factores ambientales en el trabajo.","Adoptar medidas que antepongan la protección colectiva a la individual.","Dar las debidas instrucciones a los trabajadores.","Sustituir lo peligroso por lo que entrañe ningún tipo de peligro.","D"
"76","Señale la afirmación correcta:","El empresario tomará en consideración las capacidades profesionales de los trabajadores en materia de seguridad y de salud en el momento de encomendarles las tareas.","El empresario adoptará las medidas necesarias a fin de garantizar que solo los trabajadores que hayan recibido información suficiente y adecuada puedan acceder a las zonas de riesgo grave y específico.","La efectividad de las medidas preventivas deberá prever las distracciones o imprudencias no temerarias que pudiera cometer el trabajador. Para su adopción se tendrán en cuenta los riesgos adicionales que pudieran implicar determinadas medidas preventivas, las cuales sólo podrán adoptarse cuando la magnitud de dichos riesgos sea sustancialmente inferior a la de los que se pretende controlar y no existan alternativas más seguras.","Todas las respuestas anteriores son correctas.","D"
"77","Señale la afirmación correcta. Según el artículo 15 de la LPRL podrán concertar operaciones de seguro que tengan como fin garantizar como ámbito de cobertura la previsión de riesgos derivados del trabajo:","La empresa respecto de sus trabajadores.","Los trabajadores autónomos respecto a ellos mismos.","Las sociedades cooperativas respecto a sus socios cuya actividad consista en la prestación de su trabajo personal.","Todas las respuestas anteriores son correctas.","D"
"78","La prevención de riesgos laborales deberá integrarse en el Sistema general de gestión de la empresa, tanto en el conjunto de sus actividades como en todos los niveles jerárquicos de ésta, a través de la implantación y aplicación de:","Un plan de emergencia empresarial.","Un plan de prevención de riesgos laborales.","Un plan de emergencias de riesgos laborales.","Un plan de evaluación y prevención de riesgos laborales.","B"
"79","Un plan de prevención de riesgos laborales deberá incluir como mínimo:","La estructura organizativa de la empresa.","Las responsabilidades, funciones, prácticas, procedimientos y procesos para realizar la acción de prevención de riesgos en la empresa.","Los recursos necesarios para realizar la acción de prevención de riesgos en la empresa.","Todas las respuestas anteriores son correctas.","D"
"80","Los instrumentos esenciales para la gestión y aplicación del plan de prevención de riesgos, que podrán ser llevados a cabo por fases de forma programada son:","La evaluación de riesgos laborales.","La planificación de la actividad preventiva.","La subsanación de los riesgos laborales.","Las respuestas a y b son correctas.","D"
"81","Indique la afirmación incorrecta en relación a la evaluación de los riesgos laborales:","El empresario deberá realizar una evaluación inicial de los riesgos para la seguridad y salud de los trabajadores, teniendo en cuenta, con carácter general, la naturaleza de la actividad, las características de los puestos de trabajo existentes y de los trabajadores que deban desempeñarlos.","No es necesario que la evaluación sea actualizada cuando cambien las condiciones de trabajo pero, en todo caso, se someterá a consideración y se revisará, si fuera necesario, con ocasión de los daños para la salud que se hayan producido.","El empresario deberá realizar una evaluación inicial de los riesgos para la seguridad y salud de los trabajadores con ocasión de la elección de los equipos de trabajo, de las sustancias o preparados químicos y del acondicionamiento de los lugares de trabajo.","La evaluación inicial tendrá en cuenta aquellas otras actuaciones que deban desarrollarse de conformidad con lo dispuesto en la normativa sobre protección de riesgos específicos y actividades de especial peligrosidad.","B"
"82","Señale la respuesta incorrecta. Si los resultados de la evaluación de los riesgos laborales pusieran de manifiesto situaciones de riesgo, el empresario realizará aquellas actividades preventivas necesarias para eliminar o reducir y controlar tales riesgos. Dichas actividades serán objeto de planificación por el empresario, incluyendo para cada actividad preventiva:","El plazo para llevarla a cabo.","La designación de responsables.","La comunicación de solicitud de inspección de la adecuación de dichas actividades preventivas.","Los recursos humanos y materiales necesarios para su ejecución.","C"
"83","Las empresas, en atención al número de trabajadores y a la naturaleza y peligrosidad de las actividades realizadas, podrán realizar el plan de prevención de riesgos laborales, la evaluación de riesgos y la planificación de la actividad preventiva:","De forma simplificada.","De forma temporal.","De forma incompleta.","De forma indefinida.","A"
"84","Cuando la utilización de un equipo de trabajo pueda presentar un riesgo específico para la seguridad y la salud de los trabajadores, el empresario adoptará las medidas necesarias con el fin de que:","La utilización del equipo de trabajo quede reservada a los encargados de dicha utilización.","Los trabajos de reparación, transformación, mantenimiento o conservación sean realizados por los trabajadores específicamente capacitados para ello.","Sea sustituido lo antes posible por un equipo de trabajo sin dicho riesgo y con las mismas funcionalidades y prestaciones.","Las respuestas a y b son correctas.","D"
"85","Señale la afirmación incorrecta respecto a los equipos de protección individuales de trabajo:","El empresario deberá proporcionar a sus trabajadores equipos de protección individual adecuados para el desempeño de sus funciones y velar por el uso efectivo de los mismos cuando, por la naturaleza de los trabajos realizados, sean necesarios.","Los equipos de protección individual deberán utilizarse cuando los riesgos puedan limitarse suficientemente por medios técnicos de protección colectiva o mediante medidas, métodos o procedimientos de organización del trabajo.","Los equipos de protección individual deberán utilizarse cuando los riesgos no puedan limitarse suficientemente por medios técnicos de protección colectiva o mediante medidas, métodos o procedimientos de organización del trabajo.","Los equipos de protección individual deberán utilizarse cuando los riesgos no se puedan evitar.","B"
"86","Señale la respuesta correcta. Conforme al artículo 17 de la LPRL, deberán utilizarse equipos de protección individual:","Cuando los riesgos puedan limitarse suficientemente por medios técnicos de protección colectiva.","Cuando los riesgos puedan limitarse suficientemente mediante medidas, métodos o procedimientos de organización del trabajo.","Cuando los riesgos no se puedan evitar.","Todas las respuestas anteriores son correctas.","C"
"87","Señale la afirmación incorrecta. Según el artículo 18 de la LPRL y a fin de dar cumplimiento al deber de protección establecido en la presente Ley, el empresario adoptará las medidas adecuadas para que los trabajadores reciban todas las informaciones necesarias en relación con:","La normativa que en materia de seguridad y la salud de los trabajadores en el trabajo afecte a la empresa.","Los riesgos para la seguridad y la salud de los trabajadores en el trabajo, tanto aquellos que afecten a la empresa en su conjunto como a cada tipo de puesto de trabajo o función.","Las medidas y actividades de protección y prevención aplicables a los riesgos para la seguridad y la salud de los trabajadores en el trabajo, tanto aquellos que afecten a la empresa en su conjunto como a cada tipo de puesto de trabajo o función.","Las medidas adoptadas de emergencia.","A"
"88","En las empresas que cuenten con representantes de los trabajadores, la información en materia de seguridad y salud de los trabajadores de la empresa:","Se facilitará por el empresario a los trabajadores a través de dichos representantes.","Se hará llegar directamente a cada trabajador de los riesgos específicos que afecten a su puesto de trabajo o función y de las medidas de protección y prevención aplicables a dichos riesgos","Se facilitará por el empresario a los trabajadores a través de dichos representantes; no obstante, deberá informarse directamente a cada trabajador de los riesgos específicos que afecten a su puesto de trabajo o función y de las medidas de protección y prevención aplicables a dichos riesgos.","Ninguna de las respuestas anteriores es correcta.","C"
"89","Son obligaciones del empresario en materia de prevención de riesgos laborales:","Deberá consultar a los trabajadores.","Deberá permitir su participación, en el marco de todas las cuestiones que afecten a la seguridad y a la salud en el trabajo, de conformidad con lo dispuesto en la Ley de Prevención de Riesgos Laborales.","Deberá adoptar las medidas de prevención de riesgos laborales sugeridas por los trabajadores.","Las respuestas a y b son correctas.","D"
"90","Conforme al artículo 18.2 de la LPRL, en materia de prevención de riesgos laborales los trabajadores tendrán derecho a efectuar propuestas:","Al empresario y a los órganos de participación y representación previstos en la LPRL, dirigidas a la mejora de los niveles de protección de la seguridad y la salud en la empresa.","A los órganos de participación y representación previstos en el Estatuto de los Trabajadores, dirigidas a la mejora de los niveles de protección de la seguridad y la salud en la empresa.","A la autoridad administrativa correspondiente en dicha materia.","Las respuestas a y c son correctas.","A"
"91","En cumplimiento del deber de protección, el empresario deberá garantizar que cada trabajador reciba una formación teórica y práctica, suficiente y adecuada, en materia preventiva:","En el momento de su contratación cualquiera que sea la modalidad o duración de esta.","De forma periódica mediante una programación planificada y adecuada.","Cuando se produzcan cambios en las funciones que desempeñe o se introduzcan nuevas tecnologías o cambios en los equipos de trabajo.","Las respuestas a y c son correctas.","D"
"92","Según el artículo 19 de la LPRL, la formación de los trabajadores en materia de prevención de riesgos laborales:","Deberá estar centrada específicamente en el puesto de trabajo o función de cada trabajador.","Adaptarse a la evolución de los riesgos y a la aparición de otros nuevos.","Repetirse periódicamente, si fuera necesario.","Todas las respuestas anteriores son correctas.","D"
"93","La formación de los trabajadores en materia preventiva deberá impartirse:","Siempre que sea posible, dentro de la jornada de trabajo o, en su defecto, en otras horas, pero con el descuento en aquella del tiempo invertido en la misma.","En horas fuera de la jornada laboral, pero con el descuento en aquella del tiempo invertido en la misma.","En las horas más adecuadas fuera de la jornada laboral.","Preceptivamente, dentro de la jornada de trabajo.","A"
"94","La formación en materia de prevención de riesgos laborales:","Se podrá impartir por la empresa mediante medios propios.","Se deberá impartir con servicios ajenos especializados en materia de riesgos laborales.","Su coste no recaerá en ningún caso sobre los trabajadores.","Las respuestas a y c son correctas.","D"
"95","El empresario, teniendo en cuenta el tamaño y la actividad de la empresa, así como la posible presencia de personas ajenas a la misma, deberá analizar las posibles situaciones de emergencia y adoptar las medidas necesarias en materia de:","Primeros auxilios.","Lucha contra incendios.","Evacuación de personas.","Todas las respuestas anteriores son correctas.","D"
"96","El personal encargado de poner en práctica las medidas en situaciones de emergencia, según el artículo 20 de la LPRL, deberá:","Poseer la formación necesaria.","Ser suficiente en número.","Disponer del material adecuado.","Todas las respuestas anteriores son correctas.","D"
"97","Señale la afirmación incorrecta. Cuando los trabajadores estén o puedan estar expuestos a un riesgo grave e inminente con ocasión de su trabajo, el empresario estará obligado a:","Informar lo antes posible a todos los trabajadores afectados acerca de la existencia de dicho riesgo y de las medidas adoptadas o que, en su caso, deban adoptarse en materia de protección.","Adoptar las medidas y dar las instrucciones necesarias para que, en caso de peligro grave, inminente e inevitable, los trabajadores puedan interrumpir su actividad y, si fuera necesario, abandonar de inmediato el lugar de trabajo. En este supuesto no podrá exigirse, en ningún caso, a los trabajadores que reanuden su actividad mientras persista el peligro, sin excepciones.","Disponer lo necesario para que el trabajador que no pudiera ponerse en contacto con su superior jerárquico, ante una situación de peligro grave e inminente para su seguridad, la de otros trabajadores o la de terceros a la empresa, esté en condiciones, habida cuenta de sus conocimientos y de los medios técnicos puestos a su disposición, de adoptar las medidas necesarias para evitar las consecuencias de dicho peligro.","Adoptar las medidas y dar las instrucciones necesarias para que, en caso de peligro grave, inminente e inevitable, los trabajadores puedan interrumpir su actividad y, si fuera necesario, abandonar de inmediato el lugar de trabajo. En este supuesto no podrá exigirse a los trabajadores que reanuden su actividad mientras persista el peligro, salvo excepción debidamente justificada por razones de seguridad y determinada reglamentariamente.","B"
"98","De acuerdo con lo previsto en el artículo 14 de la LPRL, en caso necesario, cuando considere que dicha actividad entraña un riesgo grave e inminente para su vida o su salud, el trabajador:","Tendrá derecho a interrumpir su actividad y abandonar el lugar de trabajo.","Tendrá derecho a comunicárselo a su superior inmediato.","Tendrá derecho a tomar las medidas necesarias para subsanar o eliminar dicho riesgo.","Ninguna de las respuestas anteriores es correcta.","A"
"99","Cuando el empresario no adopte o no permita la adopción de las medidas necesarias para garantizar la seguridad y la salud de los trabajadores, los representantes legales de estos podrán acordar:","Por mayoría absoluta de sus miembros, la paralización de la actividad de los trabajadores afectados por un riesgo grave e inminente.","Por mayoría de sus miembros, la paralización de la actividad de los trabajadores afectados por un riesgo grave e inminente.","Por unanimidad de sus miembros, la paralización de la actividad de los trabajadores afectados por un riesgo grave e inminente.","Por mayoría de sus miembros, la denuncia ante la autoridad laboral competente de dichas circunstancias.","B"
"100","Cuando los representantes legales de los trabajadores acuerden la paralización de la actividad de los trabajadores afectados por un riesgo grave e inminente con ocasión de su trabajo deberán:","Comunicar dicho acuerdo de inmediato a la autoridad laboral, la cual, en el plazo de veinticuatro horas, anulará o ratificará la paralización acordada.","Comunicar dicho acuerdo de inmediato a la empresa y a la autoridad laboral, la cual, en el plazo de cuarenta y ocho horas, anulará o ratificará la paralización acordada.","Comunicar dicho acuerdo de inmediato a la empresa y a la autoridad laboral, la cual, en el plazo de veinticuatro horas, anulará o ratificará la paralización acordada.","Comunicar dicho acuerdo de inmediato a la empresa, la cual, en el plazo de veinticuatro horas, anulará o ratificará la paralización acordada.","C"
"101","Cuando no resulte posible reunir con la urgencia requerida al órgano de representación del personal para tomar los acuerdos necesarios ante un riesgo grave e inminente estos podrán ser tomados por:","Decisión mayoritaria de los delegados sindicales.","Decisión mayoritaria de los delegados de prevención.","Mayoría absoluta de los delegados de prevención.","Ninguna de las respuestas anteriores es correcta.","B"
"102","Los trabajadores o sus representantes no podrán sufrir perjuicio alguno derivado de la adopción de las medidas ante un riesgo grave e inminente con ocasión de su trabajo:","En ningún caso.","A menos que hubieran obrado de mala fe o cometido negligencia grave.","A menos que su decisión se muestre como errónea.","A menos que la autoridad laboral lo autorice.","B"
"103","El empresario garantizará a los trabajadores a su servicio la vigilancia periódica de su estado de salud en función de los riesgos inherentes al trabajo que solo podrá llevarse a cabo:","Cuando el trabajador preste su consentimiento, excepto en algunos casos, previo informe de los representantes de los trabajadores.","Cuando la empresa así lo determine.","Cuando el trabajador preste su consentimiento.","Cuando lo exija la autoridad laboral competente.","A"
"104","La vigilancia del estado de salud de los trabajadores periódicamente será voluntaria, excepto:","En ningún caso, siempre el trabajador debe prestar su consentimiento.","Los supuestos en los que la realización de los reconocimientos sea imprescindible para evaluar los efectos de las condiciones de trabajo sobre la salud de los trabajadores o para verificar si el estado de salud del trabajador puede constituir un peligro para el mismo, para los demás trabajadores o para otras personas relacionadas con la empresa.","Cuando así esté establecido en una disposición legal en relación con la protección de riesgos específicos y actividades de especial peligrosidad.","Las respuestas b y c son correctas.","D"
"105","Señale la afirmación incorrecta en relación a las medidas de vigilancia y control de la salud de los trabajadores:","Dichas medidas se llevarán a cabo respetando siempre el derecho a la intimidad y a la dignidad de la persona del trabajador y la confidencialidad de toda la información relacionada con su estado de salud.","Los resultados de la vigilancia a que se refiere el apartado anterior serán comunicados a la empresa y a los trabajadores afectados.","Los datos relativos a la vigilancia de la salud de los trabajadores no podrán ser usados con fines discriminatorios ni en perjuicio del trabajador.","Las respuestas a y c son correctas.","B"
"106","El acceso a la información médica de carácter personal:","Se limitará al personal médico y a las autoridades sanitarias que lleven a cabo la vigilancia de la salud de los trabajadores.","No podrá facilitarse al empresario o a otras personas sin consentimiento expreso del trabajador.","Serán facilitadas al empresario y las personas u órganos con responsabilidades en materia de prevención las conclusiones que se deriven de los reconocimientos efectuados en relación con la aptitud del trabajador para el desempeño del puesto de trabajo o con la necesidad de introducir o mejorar las medidas de protección y prevención, a fin de que puedan desarrollar correctamente sus funciones en materia preventiva.","Todas las respuestas anteriores son correctas.","D"
